#Reads:	7178582
#Bases:	10623825941
#Max:	67547
#Min:	35
#Avg:	1479.9
#Median:	1290
#Mode:	1170
#Std_Dev:	1006.4
#Read Length Histogram:
#Length	reads	pct_reads	cum_reads	cum_pct_reads	bases	pct_bases	cum_bases	cum_pct_bases
15240	2	0.000%	2196	0.031%	30482	0.000%	50925491	0.479%
15250	4	0.000%	2194	0.031%	61012	0.001%	50895009	0.479%
15260	1	0.000%	2190	0.031%	15267	0.000%	50833997	0.478%
15270	1	0.000%	2189	0.030%	15272	0.000%	50818730	0.478%
15280	1	0.000%	2188	0.030%	15282	0.000%	50803458	0.478%
15290	5	0.000%	2187	0.030%	76478	0.001%	50788176	0.478%
15300	3	0.000%	2182	0.030%	45913	0.000%	50711698	0.477%
15310	6	0.000%	2179	0.030%	91890	0.001%	50665785	0.477%
15320	1	0.000%	2173	0.030%	15327	0.000%	50573895	0.476%
15330	2	0.000%	2172	0.030%	30663	0.000%	50558568	0.476%
15340	4	0.000%	2170	0.030%	61379	0.001%	50527905	0.476%
15350	11	0.000%	2166	0.030%	168911	0.002%	50466526	0.475%
15360	6	0.000%	2155	0.030%	92187	0.001%	50297615	0.473%
15370	1	0.000%	2149	0.030%	15377	0.000%	50205428	0.473%
15380	6	0.000%	2148	0.030%	92297	0.001%	50190051	0.472%
15390	6	0.000%	2142	0.030%	92369	0.001%	50097754	0.472%
15400	3	0.000%	2136	0.030%	46219	0.000%	50005385	0.471%
15410	3	0.000%	2133	0.030%	46242	0.000%	49959166	0.470%
15420	2	0.000%	2130	0.030%	30857	0.000%	49912924	0.470%
15430	3	0.000%	2128	0.030%	46301	0.000%	49882067	0.470%
15440	5	0.000%	2125	0.030%	77235	0.001%	49835766	0.469%
15450	2	0.000%	2120	0.030%	30916	0.000%	49758531	0.468%
15460	3	0.000%	2118	0.030%	46390	0.000%	49727615	0.468%
15470	3	0.000%	2115	0.029%	46434	0.000%	49681225	0.468%
15480	6	0.000%	2112	0.029%	92911	0.001%	49634791	0.467%
15490	2	0.000%	2106	0.029%	30983	0.000%	49541880	0.466%
15500	2	0.000%	2104	0.029%	31008	0.000%	49510897	0.466%
15510	10	0.000%	2102	0.029%	155143	0.001%	49479889	0.466%
15520	5	0.000%	2092	0.029%	77627	0.001%	49324746	0.464%
15530	1	0.000%	2087	0.029%	15532	0.000%	49247119	0.464%
15540	5	0.000%	2086	0.029%	77721	0.001%	49231587	0.463%
15550	7	0.000%	2081	0.029%	108886	0.001%	49153866	0.463%
15560	2	0.000%	2074	0.029%	31121	0.000%	49044980	0.462%
15570	6	0.000%	2072	0.029%	93456	0.001%	49013859	0.461%
15580	3	0.000%	2066	0.029%	46757	0.000%	48920403	0.460%
15590	3	0.000%	2063	0.029%	46780	0.000%	48873646	0.460%
15600	1	0.000%	2060	0.029%	15608	0.000%	48826866	0.460%
15610	3	0.000%	2059	0.029%	46840	0.000%	48811258	0.459%
15620	5	0.000%	2056	0.029%	78123	0.001%	48764418	0.459%
15630	4	0.000%	2051	0.029%	62535	0.001%	48686295	0.458%
15640	3	0.000%	2047	0.029%	46929	0.000%	48623760	0.458%
15650	6	0.000%	2044	0.028%	93916	0.001%	48576831	0.457%
15660	2	0.000%	2038	0.028%	31327	0.000%	48482915	0.456%
15670	5	0.000%	2036	0.028%	78378	0.001%	48451588	0.456%
15680	5	0.000%	2031	0.028%	78414	0.001%	48373210	0.455%
15690	4	0.000%	2026	0.028%	62781	0.001%	48294796	0.455%
15700	2	0.000%	2022	0.028%	31408	0.000%	48232015	0.454%
15710	4	0.000%	2020	0.028%	62858	0.001%	48200607	0.454%
15720	2	0.000%	2016	0.028%	31449	0.000%	48137749	0.453%
15730	2	0.000%	2014	0.028%	31467	0.000%	48106300	0.453%
15740	6	0.000%	2012	0.028%	94480	0.001%	48074833	0.453%
15750	4	0.000%	2006	0.028%	63003	0.001%	47980353	0.452%
15770	5	0.000%	2002	0.028%	78882	0.001%	47917350	0.451%
15780	7	0.000%	1997	0.028%	110493	0.001%	47838468	0.450%
15790	2	0.000%	1990	0.028%	31585	0.000%	47727975	0.449%
15800	2	0.000%	1988	0.028%	31611	0.000%	47696390	0.449%
15810	1	0.000%	1986	0.028%	15814	0.000%	47664779	0.449%
15820	1	0.000%	1985	0.028%	15829	0.000%	47648965	0.449%
15830	2	0.000%	1984	0.028%	31669	0.000%	47633136	0.448%
15840	7	0.000%	1982	0.028%	110909	0.001%	47601467	0.448%
15850	4	0.000%	1975	0.028%	63419	0.001%	47490558	0.447%
15860	2	0.000%	1971	0.027%	31727	0.000%	47427139	0.446%
15870	2	0.000%	1969	0.027%	31749	0.000%	47395412	0.446%
15880	3	0.000%	1967	0.027%	47649	0.000%	47363663	0.446%
15890	3	0.000%	1964	0.027%	47679	0.000%	47316014	0.445%
15900	6	0.000%	1961	0.027%	95417	0.001%	47268335	0.445%
15910	3	0.000%	1955	0.027%	47747	0.000%	47172918	0.444%
15920	2	0.000%	1952	0.027%	31855	0.000%	47125171	0.444%
15930	4	0.000%	1950	0.027%	63743	0.001%	47093316	0.443%
15940	1	0.000%	1946	0.027%	15949	0.000%	47029573	0.443%
15950	1	0.000%	1945	0.027%	15950	0.000%	47013624	0.443%
15960	3	0.000%	1944	0.027%	47889	0.000%	46997674	0.442%
15970	1	0.000%	1941	0.027%	15972	0.000%	46949785	0.442%
15980	2	0.000%	1940	0.027%	31969	0.000%	46933813	0.442%
16000	3	0.000%	1938	0.027%	48010	0.000%	46901844	0.441%
16010	1	0.000%	1935	0.027%	16018	0.000%	46853834	0.441%
16020	3	0.000%	1934	0.027%	48073	0.000%	46837816	0.441%
16030	2	0.000%	1931	0.027%	32070	0.000%	46789743	0.440%
16040	1	0.000%	1929	0.027%	16042	0.000%	46757673	0.440%
16050	2	0.000%	1928	0.027%	32115	0.000%	46741631	0.440%
16060	1	0.000%	1926	0.027%	16062	0.000%	46709516	0.440%
16070	3	0.000%	1925	0.027%	48217	0.000%	46693454	0.440%
16080	4	0.000%	1922	0.027%	64334	0.001%	46645237	0.439%
16090	3	0.000%	1918	0.027%	48292	0.000%	46580903	0.438%
16100	1	0.000%	1915	0.027%	16109	0.000%	46532611	0.438%
16110	3	0.000%	1914	0.027%	48348	0.000%	46516502	0.438%
16120	4	0.000%	1911	0.027%	64501	0.001%	46468154	0.437%
16130	3	0.000%	1907	0.027%	48399	0.000%	46403653	0.437%
16150	4	0.000%	1904	0.027%	64621	0.001%	46355254	0.436%
16160	4	0.000%	1900	0.026%	64650	0.001%	46290633	0.436%
16170	4	0.000%	1896	0.026%	64692	0.001%	46225983	0.435%
16180	2	0.000%	1892	0.026%	32371	0.000%	46161291	0.435%
16190	4	0.000%	1890	0.026%	64775	0.001%	46128920	0.434%
16200	3	0.000%	1886	0.026%	48610	0.000%	46064145	0.434%
16210	3	0.000%	1883	0.026%	48637	0.000%	46015535	0.433%
16220	1	0.000%	1880	0.026%	16226	0.000%	45966898	0.433%
16230	2	0.000%	1879	0.026%	32476	0.000%	45950672	0.433%
16240	4	0.000%	1877	0.026%	64985	0.001%	45918196	0.432%
16250	4	0.000%	1873	0.026%	65011	0.001%	45853211	0.432%
16260	1	0.000%	1869	0.026%	16266	0.000%	45788200	0.431%
16270	3	0.000%	1868	0.026%	48814	0.000%	45771934	0.431%
16280	3	0.000%	1865	0.026%	48855	0.000%	45723120	0.430%
16290	4	0.000%	1862	0.026%	65174	0.001%	45674265	0.430%
16300	1	0.000%	1858	0.026%	16301	0.000%	45609091	0.429%
16310	2	0.000%	1857	0.026%	32634	0.000%	45592790	0.429%
16320	2	0.000%	1855	0.026%	32653	0.000%	45560156	0.429%
16330	2	0.000%	1853	0.026%	32674	0.000%	45527503	0.429%
16340	2	0.000%	1851	0.026%	32692	0.000%	45494829	0.428%
16350	4	0.000%	1849	0.026%	65414	0.001%	45462137	0.428%
16360	1	0.000%	1845	0.026%	16363	0.000%	45396723	0.427%
16370	4	0.000%	1844	0.026%	65499	0.001%	45380360	0.427%
16380	3	0.000%	1840	0.026%	49150	0.000%	45314861	0.427%
16390	5	0.000%	1837	0.026%	81969	0.001%	45265711	0.426%
16400	1	0.000%	1832	0.026%	16408	0.000%	45183742	0.425%
16410	3	0.000%	1831	0.026%	49244	0.000%	45167334	0.425%
16420	1	0.000%	1828	0.025%	16422	0.000%	45118090	0.425%
16430	2	0.000%	1827	0.025%	32872	0.000%	45101668	0.425%
16440	11	0.000%	1825	0.025%	180892	0.002%	45068796	0.424%
16450	4	0.000%	1814	0.025%	65815	0.001%	44887904	0.423%
16460	2	0.000%	1810	0.025%	32923	0.000%	44822089	0.422%
16470	4	0.000%	1808	0.025%	65899	0.001%	44789166	0.422%
16480	4	0.000%	1804	0.025%	65933	0.001%	44723267	0.421%
16500	5	0.000%	1800	0.025%	82528	0.001%	44657334	0.420%
16510	4	0.000%	1795	0.025%	66057	0.001%	44574806	0.420%
16520	4	0.000%	1791	0.025%	66106	0.001%	44508749	0.419%
16530	3	0.000%	1787	0.025%	49604	0.000%	44442643	0.418%
16540	2	0.000%	1784	0.025%	33084	0.000%	44393039	0.418%
16550	1	0.000%	1782	0.025%	16554	0.000%	44359955	0.418%
16560	1	0.000%	1781	0.025%	16566	0.000%	44343401	0.417%
16570	6	0.000%	1780	0.025%	99441	0.001%	44326835	0.417%
16580	4	0.000%	1774	0.025%	66330	0.001%	44227394	0.416%
16590	4	0.000%	1770	0.025%	66388	0.001%	44161064	0.416%
16600	3	0.000%	1766	0.025%	49808	0.000%	44094676	0.415%
16610	3	0.000%	1763	0.025%	49845	0.000%	44044868	0.415%
16620	3	0.000%	1760	0.025%	49879	0.000%	43995023	0.414%
16630	5	0.000%	1757	0.024%	83170	0.001%	43945144	0.414%
16640	5	0.000%	1752	0.024%	83223	0.001%	43861974	0.413%
16650	3	0.000%	1747	0.024%	49954	0.000%	43778751	0.412%
16660	4	0.000%	1744	0.024%	66663	0.001%	43728797	0.412%
16670	4	0.000%	1740	0.024%	66699	0.001%	43662134	0.411%
16680	2	0.000%	1736	0.024%	33366	0.000%	43595435	0.410%
16690	5	0.000%	1734	0.024%	83473	0.001%	43562069	0.410%
16700	2	0.000%	1729	0.024%	33411	0.000%	43478596	0.409%
16720	4	0.000%	1727	0.024%	66897	0.001%	43445185	0.409%
16730	4	0.000%	1723	0.024%	66945	0.001%	43378288	0.408%
16740	5	0.000%	1719	0.024%	83712	0.001%	43311343	0.408%
16750	3	0.000%	1714	0.024%	50261	0.000%	43227631	0.407%
16770	3	0.000%	1711	0.024%	50321	0.000%	43177370	0.406%
16780	1	0.000%	1708	0.024%	16780	0.000%	43127049	0.406%
16790	4	0.000%	1707	0.024%	67176	0.001%	43110269	0.406%
16810	2	0.000%	1703	0.024%	33634	0.000%	43043093	0.405%
16820	3	0.000%	1701	0.024%	50471	0.000%	43009459	0.405%
16830	1	0.000%	1698	0.024%	16838	0.000%	42958988	0.404%
16840	4	0.000%	1697	0.024%	67384	0.001%	42942150	0.404%
16850	1	0.000%	1693	0.024%	16850	0.000%	42874766	0.404%
16860	2	0.000%	1692	0.024%	33724	0.000%	42857916	0.403%
16870	5	0.000%	1690	0.024%	84369	0.001%	42824192	0.403%
16880	4	0.000%	1685	0.023%	67552	0.001%	42739823	0.402%
16890	3	0.000%	1681	0.023%	50691	0.000%	42672271	0.402%
16900	2	0.000%	1678	0.023%	33811	0.000%	42621580	0.401%
16910	2	0.000%	1676	0.023%	33821	0.000%	42587769	0.401%
16920	4	0.000%	1674	0.023%	67691	0.001%	42553948	0.401%
16940	3	0.000%	1670	0.023%	50835	0.000%	42486257	0.400%
16950	5	0.000%	1667	0.023%	84776	0.001%	42435422	0.399%
16960	3	0.000%	1662	0.023%	50896	0.000%	42350646	0.399%
16970	4	0.000%	1659	0.023%	67897	0.001%	42299750	0.398%
16980	4	0.000%	1655	0.023%	67944	0.001%	42231853	0.398%
16990	4	0.000%	1651	0.023%	67971	0.001%	42163909	0.397%
17000	5	0.000%	1647	0.023%	85022	0.001%	42095938	0.396%
17010	5	0.000%	1642	0.023%	85089	0.001%	42010916	0.395%
17020	4	0.000%	1637	0.023%	68108	0.001%	41925827	0.395%
17030	1	0.000%	1633	0.023%	17033	0.000%	41857719	0.394%
17040	1	0.000%	1632	0.023%	17042	0.000%	41840686	0.394%
17050	1	0.000%	1631	0.023%	17051	0.000%	41823644	0.394%
17060	3	0.000%	1630	0.023%	51196	0.000%	41806593	0.394%
17070	3	0.000%	1627	0.023%	51217	0.000%	41755397	0.393%
17080	3	0.000%	1624	0.023%	51258	0.000%	41704180	0.393%
17090	3	0.000%	1621	0.023%	51273	0.000%	41652922	0.392%
17100	1	0.000%	1618	0.023%	17108	0.000%	41601649	0.392%
17110	4	0.000%	1617	0.023%	68449	0.001%	41584541	0.391%
17120	2	0.000%	1613	0.022%	34250	0.000%	41516092	0.391%
17130	5	0.000%	1611	0.022%	85665	0.001%	41481842	0.390%
17140	2	0.000%	1606	0.022%	34285	0.000%	41396177	0.390%
17160	3	0.000%	1604	0.022%	51492	0.000%	41361892	0.389%
17170	2	0.000%	1601	0.022%	34355	0.000%	41310400	0.389%
17180	1	0.000%	1599	0.022%	17187	0.000%	41276045	0.389%
17190	1	0.000%	1598	0.022%	17194	0.000%	41258858	0.388%
17200	1	0.000%	1597	0.022%	17205	0.000%	41241664	0.388%
17210	4	0.000%	1596	0.022%	68864	0.001%	41224459	0.388%
17220	3	0.000%	1592	0.022%	51674	0.000%	41155595	0.387%
17230	1	0.000%	1589	0.022%	17231	0.000%	41103921	0.387%
17240	1	0.000%	1588	0.022%	17249	0.000%	41086690	0.387%
17250	3	0.000%	1587	0.022%	51752	0.000%	41069441	0.387%
17260	2	0.000%	1584	0.022%	34533	0.000%	41017689	0.386%
17270	1	0.000%	1582	0.022%	17278	0.000%	40983156	0.386%
17280	3	0.000%	1581	0.022%	51858	0.000%	40965878	0.386%
17310	1	0.000%	1578	0.022%	17315	0.000%	40914020	0.385%
17320	3	0.000%	1577	0.022%	51976	0.000%	40896705	0.385%
17330	2	0.000%	1574	0.022%	34668	0.000%	40844729	0.384%
17340	1	0.000%	1572	0.022%	17343	0.000%	40810061	0.384%
17370	1	0.000%	1571	0.022%	17377	0.000%	40792718	0.384%
17400	5	0.000%	1570	0.022%	87022	0.001%	40775341	0.384%
17410	3	0.000%	1565	0.022%	52243	0.000%	40688319	0.383%
17420	6	0.000%	1562	0.022%	104547	0.001%	40636076	0.382%
17430	4	0.000%	1556	0.022%	69738	0.001%	40531529	0.382%
17440	4	0.000%	1552	0.022%	69773	0.001%	40461791	0.381%
17450	3	0.000%	1548	0.022%	52359	0.000%	40392018	0.380%
17470	1	0.000%	1545	0.022%	17477	0.000%	40339659	0.380%
17490	1	0.000%	1544	0.022%	17497	0.000%	40322182	0.380%
17500	3	0.000%	1543	0.021%	52521	0.000%	40304685	0.379%
17510	1	0.000%	1540	0.021%	17514	0.000%	40252164	0.379%
17520	1	0.000%	1539	0.021%	17523	0.000%	40234650	0.379%
17530	1	0.000%	1538	0.021%	17532	0.000%	40217127	0.379%
17540	1	0.000%	1537	0.021%	17549	0.000%	40199595	0.378%
17550	2	0.000%	1536	0.021%	35103	0.000%	40182046	0.378%
17560	3	0.000%	1534	0.021%	52696	0.000%	40146943	0.378%
17570	1	0.000%	1531	0.021%	17570	0.000%	40094247	0.377%
17580	3	0.000%	1530	0.021%	52755	0.000%	40076677	0.377%
17590	1	0.000%	1527	0.021%	17592	0.000%	40023922	0.377%
17600	2	0.000%	1526	0.021%	35217	0.000%	40006330	0.377%
17610	2	0.000%	1524	0.021%	35226	0.000%	39971113	0.376%
17620	2	0.000%	1522	0.021%	35249	0.000%	39935887	0.376%
17630	4	0.000%	1520	0.021%	70530	0.001%	39900638	0.376%
17650	3	0.000%	1516	0.021%	52959	0.000%	39830108	0.375%
17660	5	0.000%	1513	0.021%	88324	0.001%	39777149	0.374%
17670	2	0.000%	1508	0.021%	35347	0.000%	39688825	0.374%
17680	3	0.000%	1506	0.021%	53058	0.000%	39653478	0.373%
17690	1	0.000%	1503	0.021%	17696	0.000%	39600420	0.373%
17700	2	0.000%	1502	0.021%	35401	0.000%	39582724	0.373%
17710	1	0.000%	1500	0.021%	17715	0.000%	39547323	0.372%
17730	1	0.000%	1499	0.021%	17732	0.000%	39529608	0.372%
17740	3	0.000%	1498	0.021%	53232	0.001%	39511876	0.372%
17750	1	0.000%	1495	0.021%	17751	0.000%	39458644	0.371%
17760	2	0.000%	1494	0.021%	35533	0.000%	39440893	0.371%
17770	2	0.000%	1492	0.021%	35548	0.000%	39405360	0.371%
17780	3	0.000%	1490	0.021%	53350	0.001%	39369812	0.371%
17790	2	0.000%	1487	0.021%	35585	0.000%	39316462	0.370%
17800	3	0.000%	1485	0.021%	53413	0.001%	39280877	0.370%
17810	2	0.000%	1482	0.021%	35628	0.000%	39227464	0.369%
17820	6	0.000%	1480	0.021%	106939	0.001%	39191836	0.369%
17830	1	0.000%	1474	0.021%	17839	0.000%	39084897	0.368%
17840	1	0.000%	1473	0.021%	17846	0.000%	39067058	0.368%
17850	4	0.000%	1472	0.021%	71415	0.001%	39049212	0.368%
17860	5	0.000%	1468	0.020%	89329	0.001%	38977797	0.367%
17870	2	0.000%	1463	0.020%	35744	0.000%	38888468	0.366%
17880	4	0.000%	1461	0.020%	71537	0.001%	38852724	0.366%
17890	4	0.000%	1457	0.020%	71572	0.001%	38781187	0.365%
17910	2	0.000%	1453	0.020%	35824	0.000%	38709615	0.364%
17920	3	0.000%	1451	0.020%	53774	0.001%	38673791	0.364%
17930	2	0.000%	1448	0.020%	35863	0.000%	38620017	0.364%
17940	5	0.000%	1446	0.020%	89717	0.001%	38584154	0.363%
17960	1	0.000%	1441	0.020%	17960	0.000%	38494437	0.362%
17970	4	0.000%	1440	0.020%	71902	0.001%	38476477	0.362%
17980	1	0.000%	1436	0.020%	17987	0.000%	38404575	0.361%
17990	4	0.000%	1435	0.020%	71979	0.001%	38386588	0.361%
18000	1	0.000%	1431	0.020%	18001	0.000%	38314609	0.361%
18010	1	0.000%	1430	0.020%	18012	0.000%	38296608	0.360%
18020	1	0.000%	1429	0.020%	18026	0.000%	38278596	0.360%
18030	1	0.000%	1428	0.020%	18038	0.000%	38260570	0.360%
18040	3	0.000%	1427	0.020%	54129	0.001%	38242532	0.360%
18050	3	0.000%	1424	0.020%	54157	0.001%	38188403	0.359%
18060	1	0.000%	1421	0.020%	18063	0.000%	38134246	0.359%
18070	5	0.000%	1420	0.020%	90367	0.001%	38116183	0.359%
18080	1	0.000%	1415	0.020%	18085	0.000%	38025816	0.358%
18090	1	0.000%	1414	0.020%	18096	0.000%	38007731	0.358%
18100	3	0.000%	1413	0.020%	54316	0.001%	37989635	0.358%
18110	3	0.000%	1410	0.020%	54341	0.001%	37935319	0.357%
18120	2	0.000%	1407	0.020%	36251	0.000%	37880978	0.357%
18130	3	0.000%	1405	0.020%	54401	0.001%	37844727	0.356%
18140	1	0.000%	1402	0.020%	18141	0.000%	37790326	0.356%
18150	2	0.000%	1401	0.020%	36309	0.000%	37772185	0.356%
18160	5	0.000%	1399	0.019%	90831	0.001%	37735876	0.355%
18170	1	0.000%	1394	0.019%	18175	0.000%	37645045	0.354%
18180	2	0.000%	1393	0.019%	36369	0.000%	37626870	0.354%
18190	2	0.000%	1391	0.019%	36380	0.000%	37590501	0.354%
18200	1	0.000%	1389	0.019%	18200	0.000%	37554121	0.353%
18210	3	0.000%	1388	0.019%	54646	0.001%	37535921	0.353%
18220	2	0.000%	1385	0.019%	36449	0.000%	37481275	0.353%
18230	1	0.000%	1383	0.019%	18234	0.000%	37444826	0.352%
18240	1	0.000%	1382	0.019%	18242	0.000%	37426592	0.352%
18250	2	0.000%	1381	0.019%	36502	0.000%	37408350	0.352%
18260	2	0.000%	1379	0.019%	36537	0.000%	37371848	0.352%
18270	2	0.000%	1377	0.019%	36541	0.000%	37335311	0.351%
18280	4	0.000%	1375	0.019%	73142	0.001%	37298770	0.351%
18300	2	0.000%	1371	0.019%	36604	0.000%	37225628	0.350%
18310	2	0.000%	1369	0.019%	36636	0.000%	37189024	0.350%
18320	2	0.000%	1367	0.019%	36643	0.000%	37152388	0.350%
18330	5	0.000%	1365	0.019%	91679	0.001%	37115745	0.349%
18340	2	0.000%	1360	0.019%	36694	0.000%	37024066	0.349%
18350	1	0.000%	1358	0.019%	18354	0.000%	36987372	0.348%
18360	3	0.000%	1357	0.019%	55100	0.001%	36969018	0.348%
18370	4	0.000%	1354	0.019%	73496	0.001%	36913918	0.347%
18380	4	0.000%	1350	0.019%	73532	0.001%	36840422	0.347%
18390	2	0.000%	1346	0.019%	36790	0.000%	36766890	0.346%
18400	1	0.000%	1344	0.019%	18400	0.000%	36730100	0.346%
18410	1	0.000%	1343	0.019%	18414	0.000%	36711700	0.346%
18420	1	0.000%	1342	0.019%	18428	0.000%	36693286	0.345%
18440	3	0.000%	1341	0.019%	55326	0.001%	36674858	0.345%
18450	1	0.000%	1338	0.019%	18458	0.000%	36619532	0.345%
18460	2	0.000%	1337	0.019%	36934	0.000%	36601074	0.345%
18470	1	0.000%	1335	0.019%	18475	0.000%	36564140	0.344%
18480	1	0.000%	1334	0.019%	18482	0.000%	36545665	0.344%
18490	1	0.000%	1333	0.019%	18493	0.000%	36527183	0.344%
18500	1	0.000%	1332	0.019%	18502	0.000%	36508690	0.344%
18510	2	0.000%	1331	0.019%	37025	0.000%	36490188	0.343%
18520	2	0.000%	1329	0.019%	37052	0.000%	36453163	0.343%
18530	3	0.000%	1327	0.018%	55601	0.001%	36416111	0.343%
18540	1	0.000%	1324	0.018%	18544	0.000%	36360510	0.342%
18560	4	0.000%	1323	0.018%	74265	0.001%	36341966	0.342%
18570	1	0.000%	1319	0.018%	18574	0.000%	36267701	0.341%
18580	2	0.000%	1318	0.018%	37172	0.000%	36249127	0.341%
18590	1	0.000%	1316	0.018%	18593	0.000%	36211955	0.341%
18600	3	0.000%	1315	0.018%	55808	0.001%	36193362	0.341%
18620	2	0.000%	1312	0.018%	37245	0.000%	36137554	0.340%
18630	3	0.000%	1310	0.018%	55907	0.001%	36100309	0.340%
18640	2	0.000%	1307	0.018%	37288	0.000%	36044402	0.339%
18650	2	0.000%	1305	0.018%	37306	0.000%	36007114	0.339%
18670	1	0.000%	1303	0.018%	18676	0.000%	35969808	0.339%
18690	2	0.000%	1302	0.018%	37390	0.000%	35951132	0.338%
18700	1	0.000%	1300	0.018%	18708	0.000%	35913742	0.338%
18720	1	0.000%	1299	0.018%	18727	0.000%	35895034	0.338%
18740	4	0.000%	1298	0.018%	74976	0.001%	35876307	0.338%
18750	1	0.000%	1294	0.018%	18754	0.000%	35801331	0.337%
18760	2	0.000%	1293	0.018%	37529	0.000%	35782577	0.337%
18770	3	0.000%	1291	0.018%	56321	0.001%	35745048	0.336%
18790	7	0.000%	1288	0.018%	131566	0.001%	35688727	0.336%
18800	1	0.000%	1281	0.018%	18806	0.000%	35557161	0.335%
18820	3	0.000%	1280	0.018%	56466	0.001%	35538355	0.335%
18840	3	0.000%	1277	0.018%	56536	0.001%	35481889	0.334%
18850	4	0.000%	1274	0.018%	75424	0.001%	35425353	0.333%
18860	2	0.000%	1270	0.018%	37733	0.000%	35349929	0.333%
18870	1	0.000%	1268	0.018%	18872	0.000%	35312196	0.332%
18880	1	0.000%	1267	0.018%	18881	0.000%	35293324	0.332%
18890	3	0.000%	1266	0.018%	56690	0.001%	35274443	0.332%
18900	1	0.000%	1263	0.018%	18904	0.000%	35217753	0.331%
18910	1	0.000%	1262	0.018%	18918	0.000%	35198849	0.331%
18930	2	0.000%	1261	0.018%	37872	0.000%	35179931	0.331%
18960	3	0.000%	1259	0.018%	56887	0.001%	35142059	0.331%
18980	3	0.000%	1256	0.017%	56954	0.001%	35085172	0.330%
18990	1	0.000%	1253	0.017%	18990	0.000%	35028218	0.330%
19000	2	0.000%	1252	0.017%	38007	0.000%	35009228	0.330%
19010	3	0.000%	1250	0.017%	57044	0.001%	34971221	0.329%
19020	2	0.000%	1247	0.017%	38048	0.000%	34914177	0.329%
19030	1	0.000%	1245	0.017%	19036	0.000%	34876129	0.328%
19040	4	0.000%	1244	0.017%	76177	0.001%	34857093	0.328%
19050	1	0.000%	1240	0.017%	19052	0.000%	34780916	0.327%
19060	5	0.000%	1239	0.017%	95329	0.001%	34761864	0.327%
19080	4	0.000%	1234	0.017%	76339	0.001%	34666535	0.326%
19090	1	0.000%	1230	0.017%	19092	0.000%	34590196	0.326%
19100	1	0.000%	1229	0.017%	19102	0.000%	34571104	0.325%
19110	2	0.000%	1228	0.017%	38227	0.000%	34552002	0.325%
19120	3	0.000%	1226	0.017%	57376	0.001%	34513775	0.325%
19130	2	0.000%	1223	0.017%	38268	0.000%	34456399	0.324%
19140	3	0.000%	1221	0.017%	57431	0.001%	34418131	0.324%
19170	1	0.000%	1218	0.017%	19171	0.000%	34360700	0.323%
19180	2	0.000%	1217	0.017%	38373	0.000%	34341529	0.323%
19210	1	0.000%	1215	0.017%	19217	0.000%	34303156	0.323%
19220	5	0.000%	1214	0.017%	96131	0.001%	34283939	0.323%
19230	4	0.000%	1209	0.017%	76942	0.001%	34187808	0.322%
19250	1	0.000%	1205	0.017%	19250	0.000%	34110866	0.321%
19270	1	0.000%	1204	0.017%	19279	0.000%	34091616	0.321%
19280	1	0.000%	1203	0.017%	19283	0.000%	34072337	0.321%
19290	1	0.000%	1202	0.017%	19293	0.000%	34053054	0.321%
19320	1	0.000%	1201	0.017%	19320	0.000%	34033761	0.320%
19330	1	0.000%	1200	0.017%	19332	0.000%	34014441	0.320%
19340	4	0.000%	1199	0.017%	77378	0.001%	33995109	0.320%
19350	2	0.000%	1195	0.017%	38701	0.000%	33917731	0.319%
19360	2	0.000%	1193	0.017%	38735	0.000%	33879030	0.319%
19370	2	0.000%	1191	0.017%	38746	0.000%	33840295	0.319%
19380	1	0.000%	1189	0.017%	19382	0.000%	33801549	0.318%
19390	1	0.000%	1188	0.017%	19391	0.000%	33782167	0.318%
19400	1	0.000%	1187	0.017%	19407	0.000%	33762776	0.318%
19420	1	0.000%	1186	0.017%	19429	0.000%	33743369	0.318%
19440	3	0.000%	1185	0.017%	58331	0.001%	33723940	0.317%
19450	3	0.000%	1182	0.016%	58369	0.001%	33665609	0.317%
19460	1	0.000%	1179	0.016%	19463	0.000%	33607240	0.316%
19470	1	0.000%	1178	0.016%	19474	0.000%	33587777	0.316%
19480	3	0.000%	1177	0.016%	58443	0.001%	33568303	0.316%
19490	1	0.000%	1174	0.016%	19492	0.000%	33509860	0.315%
19540	3	0.000%	1173	0.016%	58625	0.001%	33490368	0.315%
19550	2	0.000%	1170	0.016%	39115	0.000%	33431743	0.315%
19560	1	0.000%	1168	0.016%	19562	0.000%	33392628	0.314%
19570	1	0.000%	1167	0.016%	19575	0.000%	33373066	0.314%
19580	2	0.000%	1166	0.016%	39173	0.000%	33353491	0.314%
19590	4	0.000%	1164	0.016%	78378	0.001%	33314318	0.314%
19600	2	0.000%	1160	0.016%	39208	0.000%	33235940	0.313%
19610	3	0.000%	1158	0.016%	58849	0.001%	33196732	0.312%
19620	2	0.000%	1155	0.016%	39248	0.000%	33137883	0.312%
19640	5	0.000%	1153	0.016%	98222	0.001%	33098635	0.312%
19650	1	0.000%	1148	0.016%	19650	0.000%	33000413	0.311%
19660	1	0.000%	1147	0.016%	19660	0.000%	32980763	0.310%
19670	3	0.000%	1146	0.016%	59023	0.001%	32961103	0.310%
19680	2	0.000%	1143	0.016%	39361	0.000%	32902080	0.310%
19690	1	0.000%	1141	0.016%	19698	0.000%	32862719	0.309%
19700	4	0.000%	1140	0.016%	78821	0.001%	32843021	0.309%
